element,fixture,opponent_team,total_points,is_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,web_name,team,element_type,now_cost,selected_by_percent,code,ict_index_player,opponent_strength,prev_points,recent_form
30,11,11,0,1,2025-08-23T16:30:00Z,5.0,0.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,75,-34363,102996,7926,42289,30,Havertz,1,4,73,0.3,219847,0.6,3,1.0,1.0
30,25,12,0,0,2025-08-31T15:30:00Z,1.0,0.0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,74,-42500,61485,185,42685,30,Havertz,1,4,73,0.3,219847,0.6,4,0.0,0.5
30,31,16,0,1,2025-09-13T11:30:00Z,3.0,0.0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,74,-12322,51020,138,12460,30,Havertz,1,4,73,0.3,219847,0.6,3,0.0,0.3333333333333333
30,41,13,0,1,2025-09-21T15:30:00Z,1.0,1.0,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,73,-4105,47388,111,4216,30,Havertz,1,4,73,0.3,219847,0.6,4,0.0,0.25
30,58,15,0,0,2025-09-28T15:30:00Z,1.0,2.0,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,73,-2230,45407,111,2341,30,Havertz,1,4,73,0.3,219847,0.6,3,0.0,0.2
30,61,19,0,1,2025-10-04T14:00:00Z,2.0,0.0,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,73,-1395,44160,89,1484,30,Havertz,1,4,73,0.3,219847,0.6,3,0.0,0.0
30,74,10,0,0,2025-10-18T16:30:00Z,0.0,1.0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,73,-1399,42955,135,1534,30,Havertz,1,4,73,0.3,219847,0.6,3,0.0,0.0
30,81,8,0,1,2025-10-26T14:00:00Z,1.0,0.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,73,-614,42469,92,706,30,Havertz,1,4,73,0.3,219847,0.6,3,0.0,0.0
30,92,3,0,0,2025-11-01T15:00:00Z,0.0,2.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,73,-579,41987,103,682,30,Havertz,1,4,73,0.3,219847,0.6,3,0.0,0.0
30,108,17,0,0,2025-11-08T17:30:00Z,2.0,2.0,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,73,-438,41625,77,515,30,Havertz,1,4,73,0.3,219847,0.6,3,0.0,0.0
30,111,18,0,1,2025-11-23T16:30:00Z,,,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,73,-290,41508,191,481,30,Havertz,1,4,73,0.3,219847,0.6,3,0.0,0.0
31,9,14,0,0,2025-08-17T15:30:00Z,0.0,1.0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,65,0,4244,0,0,31,G.Jesus,1,4,64,0.0,205651,0.0,3,,0.0
31,11,11,0,1,2025-08-23T16:30:00Z,5.0,0.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,65,-792,4756,243,1035,31,G.Jesus,1,4,64,0.0,205651,0.0,3,0.0,0.0
31,25,12,0,0,2025-08-31T15:30:00Z,1.0,0.0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,65,-631,4606,173,804,31,G.Jesus,1,4,64,0.0,205651,0.0,4,0.0,0.0
31,31,16,0,1,2025-09-13T11:30:00Z,3.0,0.0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,65,-386,4645,167,553,31,G.Jesus,1,4,64,0.0,205651,0.0,3,0.0,0.0
31,41,13,0,1,2025-09-21T15:30:00Z,1.0,1.0,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,65,-226,4603,81,307,31,G.Jesus,1,4,64,0.0,205651,0.0,4,0.0,0.0
31,58,15,0,0,2025-09-28T15:30:00Z,1.0,2.0,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,64,-139,4630,110,249,31,G.Jesus,1,4,64,0.0,205651,0.0,3,0.0,0.0
31,61,19,0,1,2025-10-04T14:00:00Z,2.0,0.0,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,64,-101,4680,84,185,31,G.Jesus,1,4,64,0.0,205651,0.0,3,0.0,0.0
31,74,10,0,0,2025-10-18T16:30:00Z,0.0,1.0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,64,-143,4718,117,260,31,G.Jesus,1,4,64,0.0,205651,0.0,3,0.0,0.0
31,81,8,0,1,2025-10-26T14:00:00Z,1.0,0.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,64,-53,4792,77,130,31,G.Jesus,1,4,64,0.0,205651,0.0,3,0.0,0.0
31,92,3,0,0,2025-11-01T15:00:00Z,0.0,2.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,64,-10,4885,96,106,31,G.Jesus,1,4,64,0.0,205651,0.0,3,0.0,0.0
31,108,17,0,0,2025-11-08T17:30:00Z,2.0,2.0,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,64,18,5006,161,143,31,G.Jesus,1,4,64,0.0,205651,0.0,3,0.0,0.0
31,111,18,0,1,2025-11-23T16:30:00Z,,,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,64,29,5219,208,179,31,G.Jesus,1,4,64,0.0,205651,0.0,3,0.0,0.0
32,2,15,0,1,2025-08-16T11:30:00Z,0.0,0.0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,45391,0,0,32,Martinez,2,1,50,2.9,98980,18.2,3,,0.0
32,13,5,2,0,2025-08-23T14:00:00Z,1.0,0.0,2,False,90,0,0,0,1,0,0,0,0,0,1,0,15,12.8,0.0,0.0,1.3,0,10,0,0,1,0.00,0.01,0.01,1.21,50,15139,128543,22508,7369,32,Martinez,2,1,50,2.9,98980,18.2,3,0.0,0.0
32,21,8,0,1,2025-08-31T18:00:00Z,0.0,3.0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,17406,190197,34311,16905,32,Martinez,2,1,50,2.9,98980,18.2,3,2.0,1.0
32,36,9,6,0,2025-09-13T14:00:00Z,0.0,0.0,4,False,90,0,0,1,0,0,0,0,0,0,2,0,27,20.2,0.0,0.0,2.0,2,3,0,0,1,0.00,0.00,0.00,2.08,50,-4712,204568,20644,25356,32,Martinez,2,1,50,2.9,98980,18.2,3,0.0,0.6666666666666666
32,48,17,3,0,2025-09-21T13:00:00Z,1.0,1.0,5,False,90,0,0,0,1,0,0,0,0,0,3,0,12,18.8,0.0,0.0,1.9,1,7,0,0,1,0.00,0.00,0.00,1.05,50,35566,263473,49073,13507,32,Martinez,2,1,50,2.9,98980,18.2,3,6.0,2.0
32,51,10,3,1,2025-09-28T13:00:00Z,3.0,1.0,6,False,90,0,0,0,1,0,0,0,0,0,3,0,13,23.0,3.0,0.0,2.6,1,10,0,0,1,0.00,0.02,0.02,0.92,50,-8346,252175,20281,28627,32,Martinez,2,1,50,2.9,98980,18.2,3,3.0,2.2
32,62,3,1,1,2025-10-05T13:00:00Z,2.0,1.0,7,False,90,0,0,0,1,0,0,0,1,0,1,0,9,11.4,0.0,0.0,1.1,1,8,0,0,1,0.00,0.00,0.00,0.42,50,3927,267044,23536,19609,32,Martinez,2,1,50,2.9,98980,18.2,3,3.0,2.8
32,79,18,2,0,2025-10-19T13:00:00Z,1.0,2.0,8,False,90,0,0,0,1,0,0,0,0,0,2,0,10,16.4,0.0,0.0,1.6,2,7,0,0,1,0.00,0.00,0.00,0.75,50,-18959,248221,6154,25113,32,Martinez,2,1,50,2.9,98980,18.2,3,1.0,2.6
32,82,13,8,1,2025-10-26T14:00:00Z,1.0,0.0,9,False,90,0,0,1,0,0,0,0,0,0,3,1,32,27.2,0.0,0.0,2.7,0,16,0,0,1,0.00,0.00,0.00,1.18,50,-6575,245733,5010,11585,32,Martinez,2,1,50,2.9,98980,18.2,4,2.0,3.0
32,95,12,1,0,2025-11-01T20:00:00Z,2.0,0.0,10,False,90,0,0,0,2,0,0,0,0,0,2,0,4,8.6,0.0,0.0,0.9,0,10,0,0,1,0.00,0.00,0.00,1.19,50,-69,250155,8751,8820,32,Martinez,2,1,50,2.9,98980,18.2,4,8.0,3.4
32,101,4,14,1,2025-11-09T14:00:00Z,4.0,0.0,11,False,90,0,0,1,0,0,1,0,0,0,3,2,36,41.4,0.0,0.0,4.1,1,9,0,0,1,0.00,0.00,0.00,1.61,50,957,255666,8671,7714,32,Martinez,2,1,50,2.9,98980,18.2,3,1.0,3.0
32,116,11,0,0,2025-11-23T14:00:00Z,,,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,93380,385006,99535,6155,32,Martinez,2,1,50,2.9,98980,18.2,3,14.0,5.2
33,2,15,7,1,2025-08-16T11:30:00Z,0.0,0.0,1,False,90,0,0,1,0,0,0,0,0,0,3,0,29,19.6,0.0,0.0,2.0,1,12,0,0,1,0.00,0.00,0.00,1.43,45,0,33426,0,0,33,M.Bizot,2,1,43,0.5,72147,2.6,3,,0.0
33,13,5,0,0,2025-08-23T14:00:00Z,1.0,0.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,35734,105709,51388,15654,33,M.Bizot,2,1,43,0.5,72147,2.6,3,7.0,7.0
33,21,8,0,1,2025-08-31T18:00:00Z,0.0,3.0,3,False,90,0,0,0,3,0,0,0,1,0,1,0,-7,5.8,0.0,0.0,0.6,3,7,0,0,1,0.00,0.00,0.00,2.67,45,-15125,90739,8686,23811,33,M.Bizot,2,1,43,0.5,72147,2.6,3,0.0,3.5
33,36,9,0,0,2025-09-13T14:00:00Z,0.0,0.0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-5410,89126,9512,14922,33,M.Bizot,2,1,43,0.5,72147,2.6,3,0.0,2.3333333333333335
33,48,17,0,0,2025-09-21T13:00:00Z,1.0,1.0,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-9721,80334,1794,11515,33,M.Bizot,2,1,43,0.5,72147,2.6,3,0.0,1.75
33,51,10,0,1,2025-09-28T13:00:00Z,3.0,1.0,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-7993,73003,1457,9450,33,M.Bizot,2,1,43,0.5,72147,2.6,3,0.0,1.4
33,62,3,0,1,2025-10-05T13:00:00Z,2.0,1.0,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,44,-4038,70101,1391,5429,33,M.Bizot,2,1,43,0.5,72147,2.6,3,0.0,0.0
33,79,18,0,0,2025-10-19T13:00:00Z,1.0,2.0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,44,-4293,65788,677,4970,33,M.Bizot,2,1,43,0.5,72147,2.6,3,0.0,0.0
33,82,13,0,1,2025-10-26T14:00:00Z,1.0,0.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,44,-2890,63178,211,3101,33,M.Bizot,2,1,43,0.5,72147,2.6,4,0.0,0.0
33,95,12,0,0,2025-11-01T20:00:00Z,2.0,0.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,43,-2710,60582,249,2959,33,M.Bizot,2,1,43,0.5,72147,2.6,4,0.0,0.0
33,101,4,0,1,2025-11-09T14:00:00Z,4.0,0.0,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,43,-1864,59040,209,2073,33,M.Bizot,2,1,43,0.5,72147,2.6,3,0.0,0.0
33,116,11,0,0,2025-11-23T14:00:00Z,,,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,43,-1749,57503,244,1993,33,M.Bizot,2,1,43,0.5,72147,2.6,3,0.0,0.0
34,2,15,0,1,2025-08-16T11:30:00Z,0.0,0.0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,28905,0,0,34,Gauci,2,1,40,0.1,462492,0.0,3,,0.0
34,13,5,0,0,2025-08-23T14:00:00Z,1.0,0.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-3961,24736,0,3961,34,Gauci,2,1,40,0.1,462492,0.0,3,0.0,0.0
34,21,8,0,1,2025-08-31T18:00:00Z,0.0,3.0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-2751,21879,0,2751,34,Gauci,2,1,40,0.1,462492,0.0,3,0.0,0.0
34,36,9,0,0,2025-09-13T14:00:00Z,0.0,0.0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-1897,20208,0,1897,34,Gauci,2,1,40,0.1,462492,0.0,3,0.0,0.0
34,48,17,0,0,2025-09-21T13:00:00Z,1.0,1.0,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-1161,19127,0,1161,34,Gauci,2,1,40,0.1,462492,0.0,3,0.0,0.0
34,51,10,0,1,2025-09-28T13:00:00Z,3.0,1.0,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-1121,18030,0,1121,34,Gauci,2,1,40,0.1,462492,0.0,3,0.0,0.0
34,62,3,0,1,2025-10-05T13:00:00Z,2.0,1.0,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-905,17159,0,905,34,Gauci,2,1,40,0.1,462492,0.0,3,0.0,0.0
34,79,18,0,0,2025-10-19T13:00:00Z,1.0,2.0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-823,16365,0,823,34,Gauci,2,1,40,0.1,462492,0.0,3,0.0,0.0
34,82,13,0,1,2025-10-26T14:00:00Z,1.0,0.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-458,15916,0,458,34,Gauci,2,1,40,0.1,462492,0.0,4,0.0,0.0
34,95,12,0,0,2025-11-01T20:00:00Z,2.0,0.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-411,15495,0,411,34,Gauci,2,1,40,0.1,462492,0.0,4,0.0,0.0
34,101,4,0,1,2025-11-09T14:00:00Z,4.0,0.0,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-346,15158,0,346,34,Gauci,2,1,40,0.1,462492,0.0,3,0.0,0.0
34,116,11,0,0,2025-11-23T14:00:00Z,,,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-332,14818,0,332,34,Gauci,2,1,40,0.1,462492,0.0,3,0.0,0.0
35,2,15,0,1,2025-08-16T11:30:00Z,0.0,0.0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,2325,0,0,35,Marschall,2,1,40,0.0,462381,0.0,3,,0.0
35,13,5,0,0,2025-08-23T14:00:00Z,1.0,0.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-330,1979,0,330,35,Marschall,2,1,40,0.0,462381,0.0,3,0.0,0.0
35,21,8,0,1,2025-08-31T18:00:00Z,0.0,3.0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-217,1757,0,217,35,Marschall,2,1,40,0.0,462381,0.0,3,0.0,0.0
35,36,9,0,0,2025-09-13T14:00:00Z,0.0,0.0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-132,1645,0,132,35,Marschall,2,1,40,0.0,462381,0.0,3,0.0,0.0
35,48,17,0,0,2025-09-21T13:00:00Z,1.0,1.0,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-70,1582,0,70,35,Marschall,2,1,40,0.0,462381,0.0,3,0.0,0.0
35,51,10,0,1,2025-09-28T13:00:00Z,3.0,1.0,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-70,1513,0,70,35,Marschall,2,1,40,0.0,462381,0.0,3,0.0,0.0
35,62,3,0,1,2025-10-05T13:00:00Z,2.0,1.0,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-68,1445,0,68,35,Marschall,2,1,40,0.0,462381,0.0,3,0.0,0.0
35,79,18,0,0,2025-10-19T13:00:00Z,1.0,2.0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-54,1392,0,54,35,Marschall,2,1,40,0.0,462381,0.0,3,0.0,0.0
35,82,13,0,1,2025-10-26T14:00:00Z,1.0,0.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-31,1362,0,31,35,Marschall,2,1,40,0.0,462381,0.0,4,0.0,0.0
35,95,12,0,0,2025-11-01T20:00:00Z,2.0,0.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-25,1337,0,25,35,Marschall,2,1,40,0.0,462381,0.0,4,0.0,0.0
35,101,4,0,1,2025-11-09T14:00:00Z,4.0,0.0,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-27,1311,0,27,35,Marschall,2,1,40,0.0,462381,0.0,3,0.0,0.0
35,116,11,0,0,2025-11-23T14:00:00Z,,,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-18,1292,0,18,35,Marschall,2,1,40,0.0,462381,0.0,3,0.0,0.0
36,2,15,8,1,2025-08-16T11:30:00Z,0.0,0.0,1,False,90,0,0,1,0,0,0,0,0,0,0,0,25,37.6,1.1,2.0,4.1,9,2,2,11,1,0.00,0.00,0.00,1.43,45,0,176115,0,0,36,Cash,2,2,46,5.7,199796,43.1,3,,0.0
36,13,5,2,0,2025-08-23T14:00:00Z,1.0,0.0,2,False,90,0,0,0,1,0,0,0,0,0,0,0,18,20.4,25.4,4.0,5.0,3,5,3,6,1,0.00,0.23,0.23,1.21,45,234037,545718,275430,41393,36,Cash,2,2,46,5.7,199796,43.1,3,8.0,8.0
36,21,8,0,1,2025-08-31T18:00:00Z,0.0,3.0,3,False,73,0,0,0,2,0,0,0,1,0,0,0,-1,6.2,22.3,1.0,3.0,3,1,0,3,1,0.01,0.11,0.12,1.77,45,38806,594931,110477,71671,36,Cash,2,2,46,5.7,199796,43.1,3,2.0,5.0
36,36,9,5,0,2025-09-13T14:00:00Z,0.0,0.0,4,False,90,0,0,1,0,0,0,0,1,0,0,0,13,13.2,16.6,2.0,3.2,1,0,3,4,1,0.00,0.14,0.14,2.08,45,-37384,563357,44341,81725,36,Cash,2,2,46,5.7,199796,43.1,3,0.0,3.3333333333333335
36,48,17,10,0,2025-09-21T13:00:00Z,1.0,1.0,5,False,90,1,0,0,1,0,0,0,0,0,0,2,29,44.4,7.2,11.0,6.3,3,3,2,5,1,0.05,0.05,0.10,1.05,45,13758,590688,41918,28160,36,Cash,2,2,46,5.7,199796,43.1,3,5.0,3.75
36,51,10,2,1,2025-09-28T13:00:00Z,3.0,1.0,6,False,90,0,0,0,1,0,0,0,0,0,0,0,8,18.0,1.5,1.0,2.1,7,7,2,9,1,0.01,0.01,0.02,0.92,46,40085,637026,68734,28649,36,Cash,2,2,46,5.7,199796,43.1,3,10.0,5.0
36,62,3,2,1,2025-10-05T13:00:00Z,2.0,1.0,7,False,83,0,0,0,1,0,0,0,0,0,0,0,9,10.6,16.4,9.0,3.6,2,2,1,3,1,0.01,0.03,0.04,0.39,46,26256,673353,51368,25112,36,Cash,2,2,46,5.7,199796,43.1,3,2.0,3.8
36,79,18,2,0,2025-10-19T13:00:00Z,1.0,2.0,8,False,90,0,0,0,1,0,0,0,0,0,0,0,13,6.4,12.0,3.0,2.1,4,1,1,5,1,0.04,0.02,0.06,0.75,46,-35626,631587,20634,56260,36,Cash,2,2,46,5.7,199796,43.1,3,2.0,3.8
36,82,13,15,1,2025-10-26T14:00:00Z,1.0,0.0,9,False,90,1,0,1,0,0,0,0,0,0,0,3,44,48.0,19.8,7.0,7.5,5,2,2,7,1,0.06,0.07,0.13,1.18,46,-41189,592594,10706,51895,36,Cash,2,2,46,5.7,199796,43.1,4,2.0,4.2
36,95,12,0,0,2025-11-01T20:00:00Z,2.0,0.0,10,False,90,0,0,0,2,0,0,0,1,0,0,0,0,16.4,15.9,8.0,4.0,7,0,0,7,1,0.03,0.04,0.07,1.19,46,36537,635682,57280,20743,36,Cash,2,2,46,5.7,199796,43.1,4,15.0,6.2
36,101,4,6,1,2025-11-09T14:00:00Z,4.0,0.0,11,False,90,0,0,1,0,0,0,0,0,0,0,0,21,12.4,1.0,9.0,2.2,3,1,2,5,1,0.01,0.01,0.02,1.61,46,18993,661296,42849,23856,36,Cash,2,2,46,5.7,199796,43.1,3,0.0,4.2
36,116,11,0,0,2025-11-23T14:00:00Z,,,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,46,44504,709503,84278,39774,36,Cash,2,2,46,5.7,199796,43.1,3,6.0,5.0
37,2,15,6,1,2025-08-16T11:30:00Z,0.0,0.0,1,False,90,0,0,1,0,0,0,0,0,0,0,0,22,11.6,5.8,0.0,1.7,5,3,2,7,1,0.00,0.01,0.01,1.43,45,0,173557,0,0,37,Digne,2,2,45,2.0,101188,39.9,3,,0.0
37,13,5,2,0,2025-08-23T14:00:00Z,1.0,0.0,2,False,63,0,0,0,1,0,0,0,0,0,0,0,8,6.8,8.4,6.0,2.1,1,2,1,2,1,0.00,0.16,0.16,1.11,45,40875,256592,55427,14552,37,Digne,2,2,45,2.0,101188,39.9,3,6.0,6.0
37,21,8,1,1,2025-08-31T18:00:00Z,0.0,3.0,3,False,7,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.7,0.0,0.1,0,0,0,0,0,0.00,0.00,0.00,0.38,45,-5475,254048,18401,23876,37,Digne,2,2,45,2.0,101188,39.9,3,2.0,4.0
37,36,9,5,0,2025-09-13T14:00:00Z,0.0,0.0,4,False,90,0,0,1,0,0,0,0,1,0,0,0,18,7.4,6.8,9.0,2.3,3,6,1,4,1,0.08,0.01,0.09,2.08,45,-21170,235676,7484,28654,37,Digne,2,2,45,2.0,101188,39.9,3,1.0,3.0
37,48,17,1,0,2025-09-21T13:00:00Z,1.0,1.0,5,False,57,0,0,0,0,0,0,0,0,0,0,0,6,1.2,3.8,2.0,0.7,0,2,0,0,1,0.00,0.04,0.04,0.37,45,-14,240016,10884,10898,37,Digne,2,2,45,2.0,101188,39.9,3,5.0,3.5
37,51,10,5,1,2025-09-28T13:00:00Z,3.0,1.0,6,False,90,0,1,0,1,0,0,0,0,0,0,0,21,28.2,15.2,11.0,5.4,3,3,0,3,1,0.05,0.33,0.38,0.92,45,-12877,226658,4945,17822,37,Digne,2,2,45,2.0,101188,39.9,3,1.0,3.0
37,62,3,1,1,2025-10-05T13:00:00Z,2.0,1.0,7,False,90,0,0,0,1,0,0,0,1,0,0,0,20,27.6,81.8,17.0,12.6,4,4,2,6,1,0.08,0.58,0.66,0.42,45,3638,234410,12966,9328,37,Digne,2,2,45,2.0,101188,39.9,3,5.0,2.8
